participant_id,n_items,n_appropriate,n_inappropriate,max_observed_run,same_word_gap_requested,same_word_gap_used,same_word_gap_violations,attempts,status
sim-0401,40,20,20,2,8,8,0,6,requested_constraints_satisfied
sim-0402,40,20,20,2,8,8,0,18,requested_constraints_satisfied
sim-0403,40,20,20,2,8,8,0,10,requested_constraints_satisfied
sim-0404,40,20,20,2,8,8,0,10,requested_constraints_satisfied
sim-0405,40,20,20,2,8,8,0,1,requested_constraints_satisfied
sim-0406,40,20,20,2,8,8,0,6,requested_constraints_satisfied
sim-0407,40,20,20,2,8,8,0,13,requested_constraints_satisfied
sim-0408,40,20,20,2,8,8,0,2,requested_constraints_satisfied
sim-0409,40,20,20,2,8,8,0,5,requested_constraints_satisfied
sim-0410,40,20,20,2,8,8,0,14,requested_constraints_satisfied
sim-0411,40,20,20,2,8,8,0,3,requested_constraints_satisfied
sim-0412,40,20,20,2,8,8,0,8,requested_constraints_satisfied
sim-0413,40,20,20,2,8,8,0,72,requested_constraints_satisfied
sim-0414,40,20,20,2,8,8,0,3,requested_constraints_satisfied
sim-0415,40,20,20,2,8,8,0,28,requested_constraints_satisfied
sim-0416,40,20,20,2,8,8,0,27,requested_constraints_satisfied
sim-0417,40,20,20,2,8,8,0,14,requested_constraints_satisfied
sim-0418,40,20,20,2,8,8,0,61,requested_constraints_satisfied
sim-0419,40,20,20,2,8,8,0,33,requested_constraints_satisfied
sim-0420,40,20,20,2,8,8,0,19,requested_constraints_satisfied
sim-0421,40,20,20,2,8,8,0,8,requested_constraints_satisfied
sim-0422,40,20,20,2,8,8,0,46,requested_constraints_satisfied
sim-0423,40,20,20,2,8,8,0,25,requested_constraints_satisfied
sim-0424,40,20,20,2,8,8,0,17,requested_constraints_satisfied
sim-0425,40,20,20,2,8,8,0,2,requested_constraints_satisfied
sim-0426,40,20,20,2,8,8,0,51,requested_constraints_satisfied
sim-0427,40,20,20,2,8,8,0,58,requested_constraints_satisfied
sim-0428,40,20,20,2,8,8,0,7,requested_constraints_satisfied
sim-0429,40,20,20,2,8,8,0,52,requested_constraints_satisfied
sim-0430,40,20,20,2,8,8,0,8,requested_constraints_satisfied
sim-0431,40,20,20,2,8,8,0,8,requested_constraints_satisfied
sim-0432,40,20,20,2,8,8,0,36,requested_constraints_satisfied
sim-0433,40,20,20,2,8,8,0,14,requested_constraints_satisfied
sim-0434,40,20,20,2,8,8,0,1,requested_constraints_satisfied
sim-0435,40,20,20,2,8,8,0,6,requested_constraints_satisfied
sim-0436,40,20,20,2,8,8,0,16,requested_constraints_satisfied
sim-0437,40,20,20,2,8,8,0,18,requested_constraints_satisfied
sim-0438,40,20,20,2,8,8,0,40,requested_constraints_satisfied
sim-0439,40,20,20,2,8,8,0,13,requested_constraints_satisfied
sim-0440,40,20,20,2,8,8,0,73,requested_constraints_satisfied
sim-0441,40,20,20,2,8,8,0,15,requested_constraints_satisfied
sim-0442,40,20,20,2,8,8,0,17,requested_constraints_satisfied
sim-0443,40,20,20,2,8,8,0,3,requested_constraints_satisfied
sim-0444,40,20,20,2,8,8,0,8,requested_constraints_satisfied
sim-0445,40,20,20,2,8,8,0,12,requested_constraints_satisfied
sim-0446,40,20,20,2,8,8,0,66,requested_constraints_satisfied
sim-0447,40,20,20,2,8,8,0,11,requested_constraints_satisfied
sim-0448,40,20,20,2,8,8,0,6,requested_constraints_satisfied
sim-0449,40,20,20,2,8,8,0,34,requested_constraints_satisfied
sim-0450,40,20,20,2,8,8,0,37,requested_constraints_satisfied
sim-0451,40,20,20,2,8,8,0,1,requested_constraints_satisfied
sim-0452,40,20,20,2,8,8,0,22,requested_constraints_satisfied
sim-0453,40,20,20,2,8,8,0,73,requested_constraints_satisfied
sim-0454,40,20,20,2,8,8,0,17,requested_constraints_satisfied
sim-0455,40,20,20,2,8,8,0,5,requested_constraints_satisfied
sim-0456,40,20,20,2,8,8,0,30,requested_constraints_satisfied
sim-0457,40,20,20,2,8,8,0,3,requested_constraints_satisfied
sim-0458,40,20,20,2,8,8,0,25,requested_constraints_satisfied
sim-0459,40,20,20,2,8,8,0,9,requested_constraints_satisfied
sim-0460,40,20,20,2,8,8,0,9,requested_constraints_satisfied
sim-0461,40,20,20,2,8,8,0,22,requested_constraints_satisfied
sim-0462,40,20,20,2,8,8,0,16,requested_constraints_satisfied
sim-0463,40,20,20,2,8,8,0,3,requested_constraints_satisfied
sim-0464,40,20,20,2,8,8,0,45,requested_constraints_satisfied
sim-0465,40,20,20,2,8,8,0,19,requested_constraints_satisfied
sim-0466,40,20,20,2,8,8,0,39,requested_constraints_satisfied
sim-0467,40,20,20,2,8,8,0,9,requested_constraints_satisfied
sim-0468,40,20,20,2,8,8,0,15,requested_constraints_satisfied
sim-0469,40,20,20,2,8,8,0,15,requested_constraints_satisfied
sim-0470,40,20,20,2,8,8,0,25,requested_constraints_satisfied
sim-0471,40,20,20,2,8,8,0,22,requested_constraints_satisfied
sim-0472,40,20,20,2,8,8,0,16,requested_constraints_satisfied
sim-0473,40,20,20,2,8,8,0,38,requested_constraints_satisfied
sim-0474,40,20,20,2,8,8,0,102,requested_constraints_satisfied
sim-0475,40,20,20,2,8,8,0,15,requested_constraints_satisfied
sim-0476,40,20,20,2,8,8,0,16,requested_constraints_satisfied
sim-0477,40,20,20,2,8,8,0,3,requested_constraints_satisfied
sim-0478,40,20,20,2,8,8,0,1,requested_constraints_satisfied
sim-0479,40,20,20,2,8,8,0,46,requested_constraints_satisfied
sim-0480,40,20,20,2,8,8,0,3,requested_constraints_satisfied
sim-0481,40,20,20,2,8,8,0,46,requested_constraints_satisfied
sim-0482,40,20,20,2,8,8,0,60,requested_constraints_satisfied
sim-0483,40,20,20,2,8,8,0,74,requested_constraints_satisfied
sim-0484,40,20,20,2,8,8,0,42,requested_constraints_satisfied
sim-0485,40,20,20,2,8,8,0,17,requested_constraints_satisfied
sim-0486,40,20,20,2,8,8,0,97,requested_constraints_satisfied
sim-0487,40,20,20,2,8,8,0,25,requested_constraints_satisfied
sim-0488,40,20,20,2,8,8,0,6,requested_constraints_satisfied
sim-0489,40,20,20,2,8,8,0,3,requested_constraints_satisfied
sim-0490,40,20,20,2,8,8,0,2,requested_constraints_satisfied
sim-0491,40,20,20,2,8,8,0,18,requested_constraints_satisfied
sim-0492,40,20,20,2,8,8,0,2,requested_constraints_satisfied
sim-0493,40,20,20,2,8,8,0,50,requested_constraints_satisfied
sim-0494,40,20,20,2,8,8,0,7,requested_constraints_satisfied
sim-0495,40,20,20,2,8,8,0,1,requested_constraints_satisfied
sim-0496,40,20,20,2,8,8,0,12,requested_constraints_satisfied
sim-0497,40,20,20,2,8,8,0,12,requested_constraints_satisfied
sim-0498,40,20,20,2,8,8,0,4,requested_constraints_satisfied
sim-0499,40,20,20,2,8,8,0,1,requested_constraints_satisfied
sim-0500,40,20,20,2,8,8,0,8,requested_constraints_satisfied
